"Name","Location","Function Signature","Function Size"
"FUN_007fbde6","007fbde6","undefined FUN_007fbde6(undefined4 param_1\, undefined4 param_2)","128"
"FUN_007fbe66","007fbe66","undefined FUN_007fbe66(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","24"
"FUN_007fbe7e","007fbe7e","undefined FUN_007fbe7e(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","66"
"FUN_007fbec0","007fbec0","undefined FUN_007fbec0(undefined4 param_1)","17"
"FUN_007fbed1","007fbed1","undefined FUN_007fbed1(undefined4 param_1\, undefined4 param_2)","116"
"__positive","007fbf45","int __positive(double * arg)","26"
"__shift","007fbf5f","undefined __shift(undefined4 param_1\, undefined4 param_2)","40"
"__setdefaultprecision","007fbf87","undefined __setdefaultprecision()","39"
"FUN_007fbfae","007fbfae","undefined FUN_007fbfae()","31"
"__add_exp","007fbfcd","undefined __add_exp(undefined1[12] param_1)","47"
"__decomp","007fbffc","undefined __decomp(undefined8 param_1\, undefined4 param_2)","210"
"__get_exp","007fc0ce","undefined __get_exp(undefined param_1\, undefined param_2\, undefined4 param_3)","25"
"__set_bexp","007fc0e7","undefined __set_bexp(undefined1[10] param_1)","41"
"__set_exp","007fc110","undefined __set_exp(undefined8 param_1\, undefined4 param_2)","47"
"__sptype","007fc13f","undefined __sptype(undefined4 param_1\, undefined4 param_2)","91"
"___ctrlfp_sse2","007fc1bb","undefined ___ctrlfp_sse2(undefined4 param_1\, undefined4 param_2)","57"
"FUN_007fc1f4","007fc1f4","undefined FUN_007fc1f4()","29"
"___get_fpsr_sse2","007fc211","undefined ___get_fpsr_sse2()","28"
"___set_fpsr_sse2","007fc22d","undefined ___set_fpsr_sse2(undefined4 param_1)","72"
"___set_statfp_sse2","007fc2a3","undefined ___set_statfp_sse2(undefined4 param_1)","25"
"FUN_007fc2d1","007fc2d1","undefined FUN_007fc2d1()","17"
"__ctrlfp","007fc2e2","undefined __ctrlfp(undefined4 param_1\, undefined4 param_2)","43"
"__set_statfp","007fc30d","undefined __set_statfp(undefined4 param_1)","88"
"FUN_007fc365","007fc365","undefined FUN_007fc365()","16"
"__CallSettingFrame@12","007fc380","undefined __CallSettingFrame@12(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","76"
"_inconsistency","007fc3cc","void _inconsistency(void)","49"
"terminate","007fc404","void terminate(void)","45"
"FUN_007fc438","007fc438","undefined FUN_007fc438()","19"
"FUN_007fc44b","007fc44b","undefined FUN_007fc44b()","17"
"___DestructExceptionObject","007fc45c","undefined ___DestructExceptionObject(undefined4 param_1)","122"
"FUN_007fc4e7","007fc4e7","undefined FUN_007fc4e7(undefined4 param_1)","27"
"FUN_007fc502","007fc502","undefined FUN_007fc502(undefined1 param_1)","28"
"FUN_007fc529","007fc529","undefined FUN_007fc529(undefined1 param_1)","37"
"CallCatchBlock","007fc54e","void * CallCatchBlock(EHExceptionRecord * param_1\, EHRegistrationNode * param_2\, _CONTEXT * param_3\, _s_FuncInfo * param_4\, void * param_5\, int param_6\, ulong param_7)","176"
"FUN_007fc695","007fc695","undefined FUN_007fc695()","127"
"FUN_007fc714","007fc714","undefined FUN_007fc714()","40"
"Catch_All@007fc73c","007fc73c","undefined Catch_All@007fc73c()","24"
"CatchIt","007fc754","void CatchIt(EHExceptionRecord * param_1\, EHRegistrationNode * param_2\, _CONTEXT * param_3\, void * param_4\, _s_FuncInfo * param_5\, _s_HandlerType * param_6\, _s_CatchableType * param_7\, _s_TryBlockMapEntry * param_8\, int param_9\, EHRegistrationNode * param_10\, uchar param_11)","123"
"ExFilterRethrow","007fc7cf","int ExFilterRethrow(_EXCEPTION_POINTERS * param_1)","77"
"FUN_007fc81c","007fc81c","undefined FUN_007fc81c(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined1 param_6\, undefined4 param_7\, undefined4 param_8)","925"
"FUN_007fcbb9","007fcbb9","undefined FUN_007fcbb9(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8)","284"
"FUN_007fccd5","007fccd5","undefined FUN_007fccd5(undefined4 param_1\, undefined4 param_2)","136"
"Is_bad_exception_allowed","007fcd5d","uchar Is_bad_exception_allowed(_s_ESTypeList * param_1)","57"
"_is_exception_typeof","007fcda7","int _is_exception_typeof(type_info * param_1\, _EXCEPTION_POINTERS * param_2)","135"
"FUN_007fce2e","007fce2e","undefined FUN_007fce2e(undefined4 param_1)","13"
"___AdjustPointer","007fce3b","undefined ___AdjustPointer(undefined4 param_1\, undefined4 param_2)","37"
"___BuildCatchObject","007fce60","undefined ___BuildCatchObject(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","129"
"FUN_007fceee","007fceee","undefined FUN_007fceee(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","438"
"___CxxDetectRethrow","007fd0b0","int ___CxxDetectRethrow(void * exception)","79"
"FUN_007fd0ff","007fd0ff","undefined FUN_007fd0ff(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","346"
"FUN_007fd25d","007fd25d","undefined FUN_007fd25d(undefined4 param_1\, undefined4 param_2)","183"
"FUN_007fd314","007fd314","undefined FUN_007fd314(undefined4 param_1\, undefined4 param_2)","317"
"___FrameUnwindFilter","007fd451","undefined ___FrameUnwindFilter(undefined4 param_1)","78"
"___FrameUnwindToState","007fd49f","undefined ___FrameUnwindToState(undefined4 param_1\, undefined param_2\, undefined4 param_3\, undefined4 param_4)","175"
"FUN_007fd55e","007fd55e","undefined FUN_007fd55e()","26"
"FUN_007fd578","007fd578","undefined FUN_007fd578(undefined4 param_1)","85"
"FUN_007fd5cd","007fd5cd","undefined FUN_007fd5cd(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8)","225"
"FUN_007fd6ae","007fd6ae","undefined FUN_007fd6ae(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","103"
"FID_conflict:__msize_base","007fd715","size_t FID_conflict:__msize_base(void * _Memory)","49"
"FUN_007fd746","007fd746","undefined FUN_007fd746(undefined4 param_1\, undefined4 param_2)","72"
"FUN_007fd78e","007fd78e","undefined FUN_007fd78e(undefined4 param_1)","71"
"FUN_007fd7d5","007fd7d5","undefined FUN_007fd7d5(undefined4 param_1\, undefined4 param_2)","74"
"FUN_007fd81f","007fd81f","undefined FUN_007fd81f(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","78"
"FUN_007fd86d","007fd86d","undefined FUN_007fd86d(undefined4 param_1)","19"
"FUN_007fd880","007fd880","undefined FUN_007fd880(undefined4 param_1)","36"
"_strcmp","007fd8b0","int _strcmp(char * _Str1\, char * _Str2)","133"
"_Name_base","007fd93c","char * _Name_base(type_info * param_1\, __type_info_node * param_2)","229"
"FUN_007fda24","007fda24","undefined FUN_007fda24()","9"
"_Name_base_internal","007fda2d","char * _Name_base_internal(type_info * param_1\, __type_info_node * param_2)","254"
"FUN_007fdb2e","007fdb2e","undefined FUN_007fdb2e()","9"
"_Type_info_dtor","007fdb37","void _Type_info_dtor(type_info * param_1)","104"
"FUN_007fdb9f","007fdb9f","undefined FUN_007fdb9f()","9"
"___unDNameHelper","007fdc6c","undefined ___unDNameHelper(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","46"
"FUN_007fdc9a","007fdc9a","undefined FUN_007fdc9a(undefined4 param_1\, undefined4 param_2)","335"
"FUN_007fdde9","007fdde9","undefined FUN_007fdde9(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","39"
"FUN_007fde10","007fde10","undefined FUN_007fde10(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","40"
"FUN_007fde38","007fde38","undefined FUN_007fde38(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","202"
"FUN_007fdf02","007fdf02","undefined FUN_007fdf02(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","30"
"FUN_007fdf20","007fdf20","undefined FUN_007fdf20(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","256"
"FUN_007fe020","007fe020","undefined FUN_007fe020(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","39"
"FID_conflict:__vswprintf_p_l","007fe047","int FID_conflict:__vswprintf_p_l(wchar_t * _DstBuf\, size_t _MaxCount\, wchar_t * _Format\, _locale_t _Locale\, va_list _ArgList)","40"
"__vsprintf_s_l","007fe06f","int __vsprintf_s_l(char * _DstBuf\, size_t _DstSize\, char * _Format\, _locale_t _Locale\, va_list _ArgList)","117"
"_vsprintf_s","007fe0e4","int _vsprintf_s(char * _DstBuf\, size_t _SizeInBytes\, char * _Format\, va_list _ArgList)","27"
"FUN_007fe0ff","007fe0ff","undefined FUN_007fe0ff(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","2912"
"FUN_007fec7f","007fec7f","undefined FUN_007fec7f(undefined4 param_1)","19"
"FUN_007fec92","007fec92","undefined FUN_007fec92(undefined4 param_1)","16"
"FUN_007feca2","007feca2","undefined FUN_007feca2(undefined4 param_1)","17"
"_write_char","007fecb3","undefined _write_char(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","72"
"_write_multi_char","007fecfb","undefined _write_multi_char(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","44"
"FUN_007fed27","007fed27","undefined FUN_007fed27(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","120"
"FUN_007fed9f","007fed9f","undefined FUN_007fed9f(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","473"
"FUN_007fef78","007fef78","undefined FUN_007fef78(undefined4 param_1)","13"
"FUN_007fef85","007fef85","undefined FUN_007fef85(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","688"
"FUN_007ff26d","007ff26d","undefined FUN_007ff26d(undefined4 param_1)","44"
"FUN_007ff2a8","007ff2a8","undefined FUN_007ff2a8(undefined4 param_1)","31"
"__floor_default","007ff2c7","undefined __floor_default(undefined1[10] param_1)","215"
"FUN_007ff42f","007ff42f","undefined FUN_007ff42f(undefined1 param_1)","9"
"FUN_007ff4cd","007ff4cd","undefined FUN_007ff4cd(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","1011"
"FUN_0080093b","0080093b","undefined FUN_0080093b(undefined4 param_1)","19"
"_write_char","0080094e","undefined _write_char(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","72"
"_write_multi_char","00800996","undefined _write_multi_char(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","44"
"FUN_008009c2","008009c2","undefined FUN_008009c2(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","120"
"FUN_00800a3a","00800a3a","undefined FUN_00800a3a(undefined4 param_1)","149"
"FUN_00800acf","00800acf","undefined FUN_00800acf(undefined4 param_1)","346"
"FUN_00800c29","00800c29","undefined FUN_00800c29(undefined4 param_1)","160"
"FUN_00800cc9","00800cc9","undefined FUN_00800cc9()","116"
"FUN_00800d40","00800d40","undefined FUN_00800d40()","9"
"__updatetlocinfoEx_nolock","00800d49","undefined __updatetlocinfoEx_nolock(undefined4 param_1\, undefined4 param_2)","75"
"FUN_00800d94","00800d94","undefined FUN_00800d94()","30"
"CPtoLocaleName","00800db2","wchar_t * CPtoLocaleName(int param_1)","58"
"FUN_00800dec","00800dec","undefined FUN_00800dec(undefined4 param_1)","110"
"FUN_00800e5a","00800e5a","undefined FUN_00800e5a(undefined4 param_1)","95"
"setSBUpLow","00800eb9","void setSBUpLow(__crt_multibyte_data * param_1)","402"
"FUN_0080104b","0080104b","undefined FUN_0080104b()","154"
"FUN_008010e8","008010e8","undefined FUN_008010e8()","9"
"FUN_008010f1","008010f1","undefined FUN_008010f1()","49"
"FUN_00801122","00801122","undefined FUN_00801122(undefined4 param_1)","410"
"FUN_00801294","00801294","undefined FUN_00801294()","9"
"FUN_008012ca","008012ca","undefined FUN_008012ca(undefined4 param_1\, undefined4 param_2)","491"
"___copy_locale_name","00801516","undefined ___copy_locale_name(undefined4 param_1)","100"
"FUN_0080157a","0080157a","undefined FUN_0080157a()","9"
"___lc_lctowcs","0080158d","undefined ___lc_lctowcs(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","110"
"FUN_008015fb","008015fb","undefined FUN_008015fb(undefined4 param_1\, undefined4 param_2)","300"
"FUN_00801727","00801727","undefined FUN_00801727(undefined4 param_1)","90"
"__copytlocinfo_nolock","00801781","undefined __copytlocinfo_nolock(undefined4 param_1\, undefined4 param_2)","44"
"__create_locale","008017ad","_locale_t __create_locale(int _Category\, char * _Locale)","98"
"FUN_0080180f","0080180f","undefined FUN_0080180f(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","759"
"FUN_00801c6c","00801c6c","undefined FUN_00801c6c(undefined4 param_1\, undefined4 param_2)","215"
"__wcscats","00801d43","undefined __wcscats(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","63"
"FUN_00801eff","00801eff","undefined FUN_00801eff(undefined4 param_1)","365"
"FUN_0080206c","0080206c","undefined FUN_0080206c(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","649"
"FUN_008022f5","008022f5","undefined FUN_008022f5(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","938"
"__ceil_default","008026c4","undefined __ceil_default(undefined1[10] param_1)","215"
"FUN_0080279b","0080279b","undefined FUN_0080279b(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","225"
"FUN_00802862","00802862","undefined FUN_00802862()","8"
"FUN_0080288a","0080288a","undefined FUN_0080288a(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","167"
"FUN_00802931","00802931","undefined FUN_00802931(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","225"
"FUN_008029f8","008029f8","undefined FUN_008029f8()","8"
"FUN_00802a20","00802a20","undefined FUN_00802a20(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","2149"
"FUN_00803285","00803285","undefined FUN_00803285(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","27"
"FUN_008032a0","008032a0","undefined FUN_008032a0(undefined4 param_1\, undefined4 param_2)","26"
"FUN_008032ba","008032ba","undefined FUN_008032ba(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","27"
"FUN_008032d5","008032d5","undefined FUN_008032d5(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","27"
"FUN_008032f0","008032f0","undefined FUN_008032f0(undefined4 param_1\, undefined4 param_2)","26"
"FUN_0080330a","0080330a","undefined FUN_0080330a(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","127"
"FUN_0080338f","0080338f","undefined FUN_0080338f()","8"
"FUN_00803397","00803397","undefined FUN_00803397(undefined4 param_1\, undefined4 param_2)","26"
"__ftbuf","008033b1","void __ftbuf(int _Flag\, FILE * _File)","49"
"FUN_008033e2","008033e2","undefined FUN_008033e2(undefined4 param_1)","166"
"__cintrindisp2","00803540","double __cintrindisp2(undefined4 param_1\, int param_2)","62"
"__cintrindisp1","0080357e","undefined __cintrindisp1()","61"
"__ctrandisp2","008035bb","undefined __ctrandisp2(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","65"
"FUN_008035fc","008035fc","undefined FUN_008035fc()","7"
"cintrinexit","00803603","undefined cintrinexit()","327"
"__ctrandisp1","0080374a","undefined __ctrandisp1(undefined4 param_1\, undefined4 param_2)","51"
"__fload","0080377d","undefined __fload(undefined8 param_1)","60"
"FUN_008037b9","008037b9","undefined FUN_008037b9()","8"
"FUN_008037c1","008037c1","undefined FUN_008037c1()","45"
"FUN_008037ee","008037ee","undefined FUN_008037ee(undefined4 param_1)","23"
"FUN_00803805","00803805","undefined FUN_00803805(undefined4 param_1)","23"
"FUN_0080381c","0080381c","undefined FUN_0080381c(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","59"
"FUN_00803857","00803857","undefined FUN_00803857(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","58"
"FUN_00803891","00803891","undefined FUN_00803891(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","41"
"FUN_008038ba","008038ba","undefined FUN_008038ba(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","33"
"FUN_008038db","008038db","undefined FUN_008038db(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","33"
"FUN_008038fc","008038fc","undefined FUN_008038fc(undefined4 param_1)","30"
"FUN_0080391a","0080391a","undefined FUN_0080391a(undefined4 param_1)","31"
"FUN_00803939","00803939","undefined FUN_00803939(undefined4 param_1)","31"
"FUN_00803958","00803958","undefined FUN_00803958(undefined4 param_1\, undefined4 param_2)","34"
"FUN_0080398a","0080398a","undefined FUN_0080398a(undefined4 param_1\, undefined4 param_2)","26"
"FUN_008039b6","008039b6","undefined FUN_008039b6(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","44"
"FUN_008039e2","008039e2","undefined FUN_008039e2(undefined4 param_1\, undefined4 param_2)","38"
"FUN_00803a08","00803a08","undefined FUN_00803a08()","35"
"FUN_00803a43","00803a43","undefined FUN_00803a43(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","46"
"FUN_00803a71","00803a71","undefined FUN_00803a71()","64"
"FUN_00803d3c","00803d3c","undefined FUN_00803d3c(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","44"
"FUN_00803d68","00803d68","undefined FUN_00803d68(undefined4 param_1)","27"
"FUN_00803d83","00803d83","undefined FUN_00803d83(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","32"
"FUN_00803da3","00803da3","undefined FUN_00803da3(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","29"
"FUN_00803dc0","00803dc0","undefined FUN_00803dc0(undefined4 param_1)","14"
"FUN_00803dce","00803dce","undefined FUN_00803dce(undefined4 param_1)","14"
"___crtTerminateProcess","00803ddc","void ___crtTerminateProcess(UINT uExitCode)","21"
"___crtUnhandledException","00803df1","LONG ___crtUnhandledException(EXCEPTION_POINTERS * exceptionInfo)","22"
"FUN_00803e07","00803e07","undefined FUN_00803e07(undefined4 param_1\, undefined4 param_2)","26"
"__trandisp1","00803e30","undefined __trandisp1()","103"
"__trandisp2","00803e97","double __trandisp2(undefined4 param_1\, int param_2)","140"
"FUN_00803ffa","00803ffa","undefined FUN_00803ffa(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","167"
"FUN_008040a1","008040a1","undefined FUN_008040a1(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","91"
"FUN_008040fc","008040fc","undefined FUN_008040fc(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","36"
"FUN_00804120","00804120","undefined FUN_00804120(undefined4 param_1\, undefined4 param_2)","716"
"FUN_008043ec","008043ec","undefined FUN_008043ec(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","851"
"shl_ld12<1>","0080473f","void shl_ld12<1>(_LDBL12 * param_1)","49"
"shr_ld12","00804770","void shr_ld12(_LDBL12 * param_1)","48"
"FUN_008047a0","008047a0","undefined FUN_008047a0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6\, undefined4 param_7\, undefined4 param_8)","1912"
"FUN_00804f48","00804f48","undefined FUN_00804f48(undefined4 param_1\, undefined4 param_2)","47"
"FUN_00804f77","00804f77","undefined FUN_00804f77(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","177"
